signature_id;severity;description;signature_name
20336;Medium;This signature detects attempts to exploit a vulnerability in IIS's handling of .asp extension files.;Web Attack: MS IIS ASP Source Disclosure CVE-2000-0302
20337;Medium;This signature detects a denial of service attack on IIS 4.0 using the ExAir ASP sample pages.;HTTP MS IIS ExAir Search DoS
20338;Medium;This signature detects an attempt to overflow the php.cgi module.;HTTP PHP CGI Overflow
20339;Medium;This signature detects an attempt to cause a denial of service in an ICQ webfront.;ICQ Guestbook DoS Long Name
20340;Medium;Backslash URL encoding may lead to web root escape in Apache versions 2.0.39 or earlier;HTTP Apache Encoded Backslash
20341;Medium;CART32 may lead to clients information and password disclosure;HTTP Cart32 Remote Admin PW
20342;High;This signature detects requests made to the web server for .bat and .cmd files containing the necessary variables that enable an intruder to execute malicious code.;HTTP File Parsing
20343;Medium;OpenSSL contains a buffer overflow vulnerability related to the handling of SSLv2 client key data, remote code execution may be possible.;Web Attack: Apache OpenSSL Too Open BO
20344;Medium;HTDIG error page may lead to file disclosure;Attack: HTTP htdig File Disclosure CVE-2000-0208
20345;Medium;A vulnerability of Microsoft IIS 5.0's scripting engine may lead to source disclosure to client;HTTP IIS Translate F Src Disclosure
20346;Medium;This signature detects attempts to exploit a Translate Header vulnerability in IIS.;Web Attack: Microsoft IIS 5 Source Disclosure CVE-2000-0778
20347;Medium;A remote adminstration scripts may lead to path disclosure in Microsoft Internet Information server (IIS);Web Attack: HTTP bdir.htr Path Disclosure
20348;Medium;The Microsoft HTML Help facility is reported to be vulnerable to a remotely exploitable buffer overflow condition.;HTML WinHelp Item BO
20349;Medium;A specially crafted URL containing malformed file extension information to Microsoft IIS 4.0/5.0 will consume CPU usage until it halt the program's services.;HTTP IIS %2E DoS
20350;Medium;This signatures detects requests made to the shtml.exe or shtml.dll files on the webserver.;HTTP IIS SHTML Request
20351;Medium;This signature detects attempts to exploit a buffer overflow vulnerability in the RDS Data Stub component of MDAC.;HTTP MDAC Component Query BO
20352;Medium;This signature indicates the use of Whisker or tools using libwhisker for IDS evasion of HTTP attacks.;Attack: Whisker/Libwhisker Scan
20353;Medium;This signature indicates the use of Whisker or tools using libwhisker for IDS evasion of HTTP attacks.;HTTP Whisker/Libwhisker Scan (2)
20354;Medium;This signature detects an attempt to exploit a buffer overflow vulnerability in Windows Media Services;Web Attack: Microsoft Windows Media Remote Buffer Overflow CVE-2003-0349
20355;Medium;This signature detects an attempt to exploit a directory traversal vulnerability in the Anaconda Foundation Directory application.;Web Attack: Anaconda Foundation Directory Traversal CVE-2000-0975
20356;Medium;This signature detects an attempt of cross site scripting against a web server.;Web Attck: HTTP Cross Site Scripting (Javascript)
20357;Medium;This signature detects an attempt of cross site scripting against a web server.;HTTP Cross Site Scripting (SCRIPT)
20358;Medium;This event indicates an attempt to exploit a buffer overflow vulnerability in the Mobius DocumentDirect program.;HTTP Mobius DocDirect CGI BO
20359;High;This signature detects denial-of-service attacks against a Cisco VoIP Phone Stream.;Web Attack: Cisco VoIP Phone Stream Request Denial Of Service CVE-2002-0882
20363;Medium;This event indicates an attempt to exploit a buffer overflow in mIRC.;mIRC Nickname BO
20364;Medium;This event indicates an attempt to exploit a vulnerability in the SQLXML component of SQL Server 2000.;HTTP MS SQL XML ISAPI BO
20365;Low;This signature detects attempts to gain access to the Internet using the rexd service.;Audit: RPC Portmap Request rexd (TCP)
20366;Low;This signature detects attempts to gain access to the Internet using the rexd service.;Audit: RPC Portmap Request rexd (UDP)
20367;Low;This signature detects a query was sent to the portmap daemon, requesting port information for the rpc.mountd service. This query is usually followed by attempts to access mountd, NFS, or attack the rpc.mountd service using a buffer overflow.;Audit: RPC Portmap mountd Query (TCP)
20368;Low;This signature detects a query was sent to the portmap daemon, requesting port information for the rpc.mountd service. This query is usually followed by attempts to access mountd, NFS, or attack the rpc.mountd service using a buffer overflow.;Audit: RPC Portmap mountd Query (UDP)
20369;Low;This signature detects a query was sent to the portmap daemon, requesting port information for the rpc.statd service.;Audit: RPC Portmap statd Query (TCP)
20370;Low;This signature detects a query was sent to the portmap daemon, requesting port information for the rpc.statd service.;Audit: RPC Portmap statd Query (UDP)
20371;Medium;This signature detects attempts to exploit a vulnerability in the ToolTalk DB server.;Audit: RPC ToolTalk Portmap Request (TCP)
20372;Medium;This signature detects attempts to exploit a vulnerability in the ToolTalk DB server.;Audit: RPC ToolTalk Portmap Request (UDP)
20373;Medium;This signature detects queries to the RPC sadmind using an action request with weak (AUTH_UNIX) credentials.;Audit: RPC Solaris sadmind Weak Auth Req
20374;Medium;A RPC program ToolTalk object database server in Unix has a buffer overflow.;RPC ToolTalk Service BO (TCP)
20375;Medium;A RPC program ToolTalk object database server in Unix has a buffer overflow.;RPC ToolTalk Service BO (UDP)
20376;Medium;A component shipped with CDE, DTSPCD, is vulnerable to a buffer overflow with possible remote code execution as root.;CDE dtspcd BO
20377;Medium;This signature detects attempts to exploit a format string vulnerability in the statd RPC service.;RPC STATD Format String
20378;Medium;NFS-Utils is prone to a remotely exploitable buffer overrun that could result in a denial of service or potentially code execution. Remote attackers may cause a denial of service via mountd. This may also reportedly allow for execution of arbitrary code.;NFSUtils xlog BO (UDP)
20379;Medium;NFS-Utils is prone to a remotely exploitable buffer overrun that could result in a denial of service or potentially code execution. Remote attackers may cause a denial of service via mountd. This may also reportedly allow for execution of arbitrary code.;NFSUtils xlog BO (TCP)
20380;High;This signature detects an attempt to exploit a flaw in Microsoft Frontpage Server Extension's Remote Debugging interface through a specially crafted URI.;Web Attack: MS FrontPage Remote Debug
20381;Medium;This signature detects an attempt to conduct a Denial of Service against the SmartHTML Interpreter Frontpage Server Extension.;Web Attack: MS FrontPage SmartHTML Denial of Service Vulnerability
20382;High;This signature detects an attempt to exploit a vulnerability in Internet Explorer.;HTTP IE Object Type Validation
20384;High;This signature detects attempts to exploit a buffer overflow in Windows RPC DCOM.;MSRPC DCOM RPC BO (1)
20385;High;This signature detects attempts to exploit a buffer overflow in Windows RPC DCOM.;MSRPC DCOM RPC BO (2)
20386;High;This signature detects an attack that is being conducted against the Microsoft RPC DCOM service.;OS Attack: MS RPCSS Attack CVE-2004-0116 2
20387;High;This signature detects attempts to exploit a buffer overflow in Windows RPC DCOM.;MSRPC DCOM RPC BO (3)
20388;High;This signature detects attempts to exploit a buffer overflow in Windows RPC DCOM.;MSRPC DCOM RPC BO (4)
20390;High;This signature detects attempts to exploit a buffer overflow in Windows RPC DCOM.;MSRPC DCOM RPC BO (5)
20393;High;This signature detects attempts to exploit a heap buffer overflow vulnerability in the DCOM RPC service.;MSRPC DCOM RPC Heap BO (1)
20395;High;This signature detects attempts to exploit a heap buffer overflow vulnerability in the DCOM RPC service.;MSRPC DCOM RPC Heap BO (2)
20396;High;This event indicates an attempt to exploit a buffer overflow vulnerability in the Microsoft WINS service.;MS WINS Remote BO
20397;High;This signature detects an attempt to exploit a vulnerability in Windows RPC.;OS Attack: RPC DCOM GetClassObject DoS
20398;Medium;Windows RPC service can be disabled by sending a malformed packet to TCP port 135.;MS DCE RPC Malformed Data DoS
20399;High;This signature detects an attempt to exploit a vulnerability in Microsoft's Internet Explorer.  By passing a long set of parameters through a telnet link in Internet Explorer, it is possible to overflow the buffer. When the telnet window is closed the overrun code is executed on the client machine.;MS Win9x IE5/Telnet Heap Overflow
20400;High;This event indicates backdoor activity associated with the W32.Mydoom.A@mm worm.;MyDoom A Worm Proxy
20401;High;This event indicates backdoor activity associated with the W32.Mydoom.A@mm worm.;MyDoom A Worm Code Execution
20402;High;This event indicates the Beagle A worm is attempting to contact a host server to announce the communicating backdoor port.;W32 Beagle A Worm Backdoor
20403;High;This event indicates the Beagle B worm is attempting to contact a host server to announce the communicating backdoor port.;W32 Beagle B Worm Backdoor
20405;High;This signature detects an attempt to overflow the DameWare Mini Remote Control Server.;DameWare Pre-Authentication BO
20408;High;This signature detects an attempts to exploit an integer overflow in Microsoft's Abstract Syntx Notation1.;MS ASN1 Integer Overflow UDP
20409;High;This signature detects an attempts to exploit an integer overflow in Microsoft's Abstract Syntx Notation1.;OS Attack: MS ASN1 Integer TCP Overflow CVE-2003-0818
20411;Medium;This signature detects a network UDP scan performed by the SARA tool.;SARA UDP Scan
20413;High;This event indicates an attempt to exploit a buffer overflow vulnerability in the Windows Locator Service by the Welchia B and C worms.;Welchia Locator Service BO
20415;Medium;HTDIG error page may lead to file disclosure;HTTP htdig File Path Disclosure
20418;High;This event indicates an attempt to exploit a buffer overflow vulnerability in the Windows Locator Service by the Welchia B and C worms.;NetBIOS MS Locator Service BO
20419;Medium;This signature detects HTTP TRACK requests.;Audit: HTTP Track Request
20421;High;This signature detects an attempt to exploit an integer overflow in Microsoft's Abstract Syntax Notation1.;OS Attack: MS ASN1 Integer Overflow
20423;High;This signature detects to execute a command shell over IIS.;Web Attack: Microsoft IIS Executable File Parsing CVE-2000-0886
20424;High;This signature detects to execute a command shell over IIS.;HTTP IIS CMDExecution Access (2)
20425;Medium;This signature detects an attempt to over a buffer in WuFTPd Realpath function.;WuFTPd Realpath BO
20426;Medium;This signature detects buffer overflow attempts that exploit the IIS ISAPI HTR extension vulnerability.;HTTP IIS HTR ISAPI BO
20427;Medium;This signature detects an attempt to crash the IIS service with a long SEARCH request.  This signature detects the vulnerbility as exhibited by Welchia B and C worms.;HTTP IIS Welchia WebDAV SEARCH BO (1)
20428;Medium;This signature detects an attempt to crash the IIS service with a long SEARCH request.  This signature detects the vulnerbility as exhibited by Welchia B and C worms.;Attack: Welchia IIS WebDAV Search 2
20429;High;This event indicates backdoor activity associated with the W32.Mydoom.F@mm worm.;MyDoom F Backdoor Worm Detection
20430;Medium;This signature detects buffer overflow attempts that exploit an FTP Glob vulnerability.;FTP Pathname Glob BO
20431;Medium;This signature detects attempts to exploit a buffer overflow vulnerability in wuftp.;Attack: ProFTPd FTP Long Path Buffer Overflow CVE-1999-0368
20432;Medium;This signature detects attempts to exploit a buffer overflow vulnerability in wuftp.;FTP CreateDirectory BO (2)
20433;Medium;This signature detects a buffer overflow in bftpd.;Attack: Max-Wilhelm Bruker bftpd Buffer Overflow CVE-2001-0065
20434;Medium;This signature detects a buffer overflow in bftpd.;BFTP SITE CHOWN BO (2)
20435;High;This signature detects Ransomware network encryption activity.;System Infected: Ransom.Gen Activity 13
20436;High;W32.Nimda.A@mm is a mass-mailing worm that utilizes multiple methods to spread itself.;Nimda Worm A
20437;Medium;This signature detects buffer overflow attempts that exploit the IIS ISAPI Printer extension vulnerability.;Web Attack: IIS ISAPI Printer Buffer Overflow Vulnerability
20438;Medium;This signature detects attempts to exploit a buffer overflow condition in the Sendmail header.;SMTP Sendmail Header Overflow
20439;High;This signature detects an attempt to exploit a vulnerability in the Cisco IOS Administration Menu.;Attack: Cisco IOS Unauth Admin Access
20440;Medium;This signature detects an attempt to exploit a denial of service vulnerability in Cisco IOS software.;HTTP Cisco IOS Percent DoS
20441;Medium;This signature detects an attempt to exploit a malformed HTTP request vulnerability in Cisco IOS software.;HTTP Cisco IOS URI Handling DoS
20442;High;This signature detects the propogation of W32.Witty.Worm;Witty Worm Propagation
20443;High;This signature detects an oversized request to the Microsoft Windows LSA DS (Local Security Authority Directory Service) associated with Active directory domains.;OS Attack: MS RPC LSASS DS Oversized Request TCP CVE-2003-0533
20444;High;This signature detects an oversized request to the Microsoft Windows LSA DS (Local Security Authority Directory Service) associated with Active directory domains.;MS RPC LSASS DS Oversized Request (UDP)
